AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
4098,6563,2009,19660,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4099,6564,2010,19085,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4100,6565,2011,18300,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4101,6566,2012,18500,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4102,6567,2013,17965,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4103,6568,2014,18245,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4104,6569,2015,18560,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4105,6570,2016,19175,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4106,6571,2017,19925,Construction ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4107,6572,2005,NA,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4108,6573,2006,NA,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4109,6574,2007,NA,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4110,6575,2008,1710,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4111,6576,2009,1835,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4112,6577,2010,1805,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4113,6578,2011,1730,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4114,6579,2012,1720,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4115,6580,2013,1725,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4116,6581,2014,1790,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4117,6582,2015,1840,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4118,6583,2016,1920,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4119,6584,2017,1935,Education,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4120,6585,2005,NA,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4121,6586,2006,NA,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4122,6587,2007,NA,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4123,6588,2008,95,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4124,6589,2009,85,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4125,6590,2010,105,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4126,6591,2011,150,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4127,6592,2012,180,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4128,6593,2013,300,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4129,6594,2014,400,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4130,6595,2015,510,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4131,6596,2016,605,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4132,6597,2017,635,"Electricity, gas, steam and airconditioning supply",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4133,6598,2005,NA,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4134,6599,2006,NA,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4135,6600,2007,NA,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4136,6601,2008,1765,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4137,6602,2009,1730,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4138,6603,2010,1715,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4139,6604,2011,1740,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4140,6605,2012,1865,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4141,6606,2013,1905,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4142,6607,2014,1875,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4143,6608,2015,2075,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4144,6609,2016,2235,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4145,6610,2017,2185,Financial and insurance activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4146,6611,2005,NA,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4147,6612,2006,NA,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4148,6613,2007,NA,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4149,6614,2008,5680,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4150,6615,2009,5750,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4151,6616,2010,5825,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4152,6617,2011,6025,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4153,6618,2012,6245,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4154,6619,2013,6235,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4155,6620,2014,6515,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4156,6621,2015,6760,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4157,6622,2016,6825,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4158,6623,2017,6925,Human health and social work activities ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4159,6624,2005,NA,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4160,6625,2006,NA,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4161,6626,2007,NA,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4162,6627,2008,6745,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4163,6628,2009,6910,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4164,6629,2010,6860,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4165,6630,2011,7225,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4166,6631,2012,7750,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4167,6632,2013,8110,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4168,6633,2014,8640,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4169,6634,2015,9200,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4170,6635,2016,9965,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4171,6636,2017,10415,Information and communication ,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4172,6637,2005,NA,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4173,6638,2006,NA,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4174,6639,2007,NA,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4175,6640,2008,8570,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4176,6641,2009,8650,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4177,6642,2010,8530,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4178,6643,2011,8185,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4179,6644,2012,8420,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4180,6645,2013,8445,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4181,6646,2014,8550,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4182,6647,2015,8785,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4183,6648,2016,9040,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4184,6649,2017,9290,Manufacturing,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4185,6650,2005,NA,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4186,6651,2006,NA,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4187,6652,2007,NA,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4188,6653,2008,300,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4189,6654,2009,265,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4190,6655,2010,290,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4191,6656,2011,280,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4192,6657,2012,280,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4193,6658,2013,300,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4194,6659,2014,275,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4195,6660,2015,265,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4196,6661,2016,275,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4197,6662,2017,255,Mining and Quarrying,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4198,6663,2005,NA,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4199,6664,2006,NA,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4200,6665,2007,NA,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4201,6666,2008,9040,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4202,6667,2009,8665,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4203,6668,2010,8595,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4204,6669,2011,8220,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4205,6670,2012,8740,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4206,6671,2013,8305,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4207,6672,2014,8495,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4208,6673,2015,8565,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4209,6674,2016,8520,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
4210,6675,2017,8560,Other service activities,Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2017
4211,6676,2005,NA,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2005
4212,6677,2006,NA,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2006
4213,6678,2007,NA,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2007
4214,6679,2008,19225,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2008
4215,6680,2009,21820,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2009
4216,6681,2010,22430,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2010
4217,6682,2011,23660,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2011
4218,6683,2012,25825,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2012
4219,6684,2013,27650,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2013
4220,6685,2014,30255,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2014
4221,6686,2015,31900,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2015
4222,6687,2016,32665,"Professional, scientific and technical activities",Sector,The number of businesses,Fair work and business,"The total number of private sector enterprises (registered for Value Added Tax and/or Pay As You Earn) in Scotland per 10,000 adults","Businesses in Scotland 2017, Scottish Government",2016
